"Amaurochaetaceae RoSTAFINsKI, 1873, "	p. 8)]  Sporangia combined to form aethalium.  Rec.  
"Ophthalmina Rttu~IBLER, 1936, "	"*1575, p. 217 [ 0 0. kilianensis; OD]. Test compressed, planispiral, proloculus followed by nonseptate cyclogyrine stage and later with 2 chambers to whorl ; wall calcareous, imperforate; aperture at open end of final chamber. [ Oplztlw/mina superficiall y re.sembles Wellm anella and Pseudom assilina but differs in having an early planispiral stage in.stead of early milioline one, and differs from Pseudom assilina in the simple, nonpitted or canali.culate wal l. It differs from Hauerinella and Zoya.ella in having only 2 chambers to each whorl.] Rec., Eu.(N.Ger.).--F1c. 342,9-11. ?o. kilian.ensis; 9a,b, opposite sid es, X50; 10, ext., X70; 11, axial sec., X70 ("" 1575). Pseudovermiporella ELLIOTT, 1958, *698, p. 419 [*P. sodalica; OD). Test large, irregular, con.sisting of meandriform tubes, to 1.4 mm. diam., which may be free-growing and circular in sec.tion or closely appressed or attached and hemi.spherical in form ; wall of finely cr ys talline cal.cite, pierced b,? numerous, closely set perforations, about 50 Yisible in single transyerse section, in tangential section coarse pores appear to form round-pored mesh, inner continuous solid dark calcareous layer occurring within outer radially perforated layer, probably of secondary origin. [Originally regarded as questionably a primitive dasyclad alga, although also compared to foramini.fers and bryozoans, this genus was later regarded as a true foraminifcr (H E'1BEST, 1960, 0898, p. B387). ) Perm .,SW.Asia (Arabia) -N.Afr.( ?Tunisia) .   ' Japan.--Frc. 340,8 . ?P. sodalica, Arabia; holo.i<Jration< appearing as me>h in tang. section. X 28 type showing meandriform tubes and coarse per-('698).  Eosigmoilino  4b   Zoyaella  Glomulina  7a  Galeanella   Ophthalmina  ella : 9-11, Oph1halmi11a) (p. C450, C453) .   C452 Protista-Sarcodina   --Fie. 340,9. ?w. auric11/ata (EccER), Gulf Mex.; 9a-c, opposite sides, top view, X 174 (?2117).   "
"Zoyaella LoEB LICH & TAPPAN, 1962, "	"? 11 8S, p. 109 (pro Ceratina GoE.s, 1894, ?804, p. 122 (non LATREILLE, 1802; nee MENGE, 1868)) ['Cera.tina troc/1amminoides GoE.s, 1894, ?804, p. 122; OD]. Test free, discoidal, proloculus followed by tubular second chamber, then streptospirally enrolled as in Glomulina, and finall y planispiral, involute, with numerous chambers to whorl; wall calcareous, porcelaneous; aperture high arch at open end of fina l chamber. [Zoyaella differs from Fischerina in its early streptospiral stage, and from Glomulina in its later planispiral stage.] Rec., N.Atl.O.(Azores).--Fic. 342,4,5. ?z. trochamminoides (GoE.s); 4a,b, side, edge views of holotype, X 21 ; 5, equat. sec. showing cham.ber arrangement, X 37 (0 804) .  "
"Spiroloculina D'ORBIGNY, 1826, "	"?J391, p. 298 (*S. depressa; SD CusHMAN, 1917, ?404f, p. 29)  [ =Spirolocunina, Spiroculina STOHR, 1877, ? J840,  p. 640 ( nom. null.) ; Flintia SCHUBERT, 1911 , *1689b, p. 124 (type, Spiroloculina rob11sta BRADY, 1884, *200, p. lSO)]. Test free , commonly with flattened sides and lanceolate or fusiform outline, earliest stage may consist of single chamber com.pletely encircling proloculus, later chambers (or all chambers in megalospheric forms) being added 2 to whorl on alternate sides and in single plane ; wall calcareous, imperforate, porcelaneous; aper.ture at open end of final chamber, with simple or bifid tooth. U .Cret.-Rec., cosmop.--F1c. 343, 1,2. ?s. depressa, Plio., Eu.(ltaly); la,b, side, top views of megalospheric topotype, X41; 2a,b, side, top views of microspheric hypotype showing early cyclogyrine coil, X l05 (0 211 7).--Fic. 343,3,4. S. robusta BRADY; Rec. , Carib. (3), G ul f Mex. ( 4); Ja,b, side and top views of topotype,  X25; 4, sectioned hypotype showing early stage, X31 (*2 117).  [Differs from Alassilina in havin~ a pl:inispir:tl early swg-e. as CO'ln he seen in lhc figures, and all chamhers :ire added in a single plane, whereas Ma ssilina is quinqudoculine in the early stage. F/intia was described as differin g from A-laui/ina in being biloculine throughout, rather th:in h:iving an early quinqucloculine stag-c. GALLOW.I\ \"" (1933,  ?762) reg:udcd F/intia :is a synonym of Massilina, hut he.causc of the absence of ;'l.n c.1rly miliolinc staJ.!c in the type-species of Flinti11, it is here rci.:a rd cd as :i synonym of Spiroloculino.]   "
"Cribrolinoides CusHMAN & LEROY, 1939, "	"?510, p. JS [?Q11inq11elornli11a disparilis D'ORBIGNY var. rnr/a CusmIAN, 1917, 0 404f, p. 49; OD). Test quinqueloculine in adult, but early stage with pbnispirally wound second chamber forming   complete volution around proloculus; aperture  terminal, with simple linear tooth in earliest  stages, later bifid and then with bifid tips elon. gating and fusing in ring, toothlike projections  from ring then attaching first to opposite side of  opening and then in va rious places, resulting in  complex cribrate aperture. [Because of the early  cyclogyrine coil, Cribroli11oides is here transferred  from the Miliolidae to the Nubeculariidae, sub. family Spiroloculininae.J Plio.-Rec., lndo-Pac.O.  --Fie. 343 ,5-10. ?c. curia (CusHMAN), Plio.,  development from 2-chambered stage with simple  tooth to quinqueloculine stage developing apert.  ring ; 5a -d, side and apert. views, long. and axial  secs. of 2-chambered stage, X I S (""510); 6,7,  intermediate stages showing aperture, X lS  (?5 JO) ; 8a-c, opposite sides and apert. view of  adult specimen, X IS (""2117); 9,10, ax ial secs.  of microspheric and megalospheric adults; all   x IS (?510).   "
"Planispirinoides PARR, 1950, "	"1429, p. 287 [Milio .lina b11crnle111a BRADY, 1884, ""200, p. 170; OD]. Test free, early stage planispirally coiled as in Cyclogyra, later chambers coiled in plane per.pendicular to original plane of coiling and final chambers triloculine in same plane; wall cal.careous, porcelaneous, imperforate; aperture an eloni::ate slit, with a broad lbplike lip. [Pla11i.spiri~oides differs from Planispirina in having the chambers of later stages coiled in a different plane and in development of a broad llaplike tooth. It differs from Milioli11ella in possessing an early Cyclogyra stage.) Rec., Atl.0.-Antarctic-Australia.  C454 Protista-Sarcodi11a   "
"STE IN & BRA ND, 1949, "	"?94, p. 670 (type, N11bec11. laria 11odulosa CHAPMAN, 189 1, *308, p. 573);  glomerosa)]. Test attached, consisting of globu. lar proloculus surrounded by single coil of 2 or  rarely 3 chambers which may not be discernible  except in section, later portion uniserial, with  chambers or chamber cavity pyriform in outline;  wall calcareous and imperforate, and incorporating  occasional sand grains; aperture at open tubular  end of final chamber. /11r.-Rec., cosmop.--FIG.  345,J. *N. 1ibia (JONES & PARKER), L.Jur.(Lias.),  coil and pyriform later rectilinear chambers; I b,c,  paratypes (*999, fig. 48, 49) showing generally  obscure appearance of early coil, X 146 (*2117).  --FIG. 345,2. N. glomerosa (CoLoM), Rec.,  Med it. Sea; 2a, holotype showing early chamber arrangement, X30; 2b, paratype showing early development, X30; 2c, paratype showing coarsely agglutinated test, X l7 (*377).  l.\fAO"":\D\""EN (1939, *1199, r-167) considered Xubeculari.t 1ibi11 as identica l with 8111/uf'ora ro.1Hd/u (2 L:t-. NSTEDT, bas? ing his opinion on En.dish Jur;i.s::.ic spe..:imcns, which he thought to be ictentic tl with Qt:i::NsTrnT's spec ies . Topo.types of Qui::;.;-s-1rnr's srecies ha\?e perforate calcJreous w:tlls, howc::ver, and never incluJe ag-glutinated material, and are Lhus generically distinct from the imperforatc to agi;lutinated .\'odubacu/aria with early coil and typically pyriform l:ner uniser ial chambers. Pseudo1111beculina was described as completely uniserial, although no early stages were descr ibed, all tests being broken in the European Lower Cretaceous material studied. Early coiled stages were found in Lagenammina pyriformis TAPPAN, late r transferred to Xodophrhalmidium, from the Albian of Texas (? 1154), a species which is prob::ibly conspecific with .\'ubecu/uria nodu/osa . The thin connecting necks com.monly result in broken tests. Gym1uJina glomerosa differs from typ ic::d Nodobacularia only in coarseness of the ag.gl utinated fr;:igments and is therefore here regarded a~ congeneric. Nodobacufaria differs from ,\'u/1,?culina in bcJ.:ing the ph ialine apertural l ip and teeth, :i.nd from Nodo{l/Jthalmidium in its simple aperture and agglutinated covering. T he types of X 11becu/aria tibia JOSES & PARKl::R :i.re in the PARKER collection of the British ~.[useum ( Na t.ur:i.l Hiswry), The lectotype, here designated (B:-.1NH. P41672), and poratypes (B'.J!\:H-P41671) were isolated and mounted by us in 1953 from the orig in::il maLerial of JONES & PARKrn in the British :-.1useum. Originally desc ribed as from the Triassic at Cheli:lston near Derby, this m:nerial was actually from the Li.'.ls of Leices tershire, Eni.;bnd, ac.cord in~ ta the Catalogue of Foraminifer.'.l of the Parker Collection (Index to Boxes 1-XLV, by T. RUPE.RT JoNi:s). Three of the original specimens are here illustr.'.lted.J   [ *M. bogatsclzovi ; OD ]. Proloculus followed by  cyclogyrine second chamber, later chambers elon. gate and alternating in uncoiled zigzag, pseudo. biserial manner, finally becoming rectilinear, with  subpyriform chambers; wall calcareous, imper. forate, thick; aperture ter minal, rounded or ir. regular, with thick bordering lip . .1Iio.( L.Sarmat.),  bogatscho1?i; Ja,b, side, top ,?iews of holotype,    C456 	Protista-Sarcodina   ber development, X60 (?ISl).--FIG. 34S,4. M.  litoralis BOGDANOVICH; long. sec. showing early  zigzag chambers and later tendency to become  rectilinear, enlarged (?1S2). Nodobaculariella CUSHMAN & HA NZAWA, 1937, ?sos,  p. 41 [""N. japonica; OD]. Test similar to Verte.brali11a, but early coil completely planispiral and terminal aperture symmetrica lly placed. [The holotype was originally stated to be in the Insti.tute of Geology and Paleontology, Tohoku Im.perial University, Sendai, Japan, but the specimen figured as holotype (""SOS, pl. S) is in the CuSH.MAN collection, U.S. National Museum.] Plio..Pleist., Japan(Ryukyu Is.).--F1G. 34S,5. ?N. japonica; 5a,b, side and apert. views of holotype, X44 ( 0 2 II 7).  "
"Nodophthalmidium MACFADYEN, 1939, "	"1199, p. 167 [?Nodobacularia compressa RHUMBLER, 1906; IS7 1, p. 38; OD] [=Sarmatiella BOGDANOVICH, 19S2, ""1S2, p. 217 (type, S. costata); Foraminella BOGDANOVICH, 1960, ""1S3 , p. 19 (type, F. obsc11ra) (non Forami11ella SOWERBY, 183S; nee LEV! NSEN, 1909] . Test free, proloculus rounded or ovate, followed by planispiral second chamber approxi.mately half coil in length, adult chambers uni.serial in development; wall calcareous, imperfor.ate; aperture terminal, rounded or slitlike with lip, triradiate or cruciform. Paleog.-Rec., Adriatic Sea-Medit. Sea-USSR.--F1G. 34S,6. *N. com.presmm (RHU'1BLER), Rec., Adriatic Sea; 6a,b, side, top views of holotype, X 200 (' l S 71) .-.F1 G. 34S ,7. N. costa/11111 (BOGDANOVICH). Mio. (M.Sarmat.), USSR(Caucasus); 7a, side view ; 7b,  top view of different specimen; both X70 (""IS2). --FIG. 34S,8-10. N. primum (BOGDANOVICH), Mio.(M .Sarmat.), USSR(pre-Caucasus); Ba,b, 9, side view and apert. views of 2 specimens, orig.inally described as Sarmatiella, showing variation from slit to cruciform aperture, X53; 10, sec. showing early chamber arrangement, X 100 (""152).--FIG. 345,11. N. obscurum (BoGDANO.v1cH), Paleog., USSR(Kuban); lla, holotype showing early coil; ll b-d, side and apert. views of final chamber of holotype showing parasitic borings, X SS ( 0 153) .  [Nodoph1halmidium differs from Articu/ina o 'OR BI GN'\' in ha\'ing a planispiral rather than milioline early stage. Sarmatie/la differs only in surface ornamentation from the type of Nodop/11/ialmidium, although in addition, some spec ies of Sarmatidla develop a triradiare or cruciform aperture. Fora mindla was described as having an early planispiral coil around the glob ular proloculus, followed by rectilinear ch ;:imbers, the disting uishing character being the additional openings on the nipple-like protuberances occurring over the chambe rs and said to connect with the chamber interior by means of canals. As these openings seem obviously the result of a boring predator or para.site and are found in specimens of many species and genera, they are not considered a val id basis for generic separation, and the species Foraminella obscura is here placed in Nodopht/Jalmidium . Foramine/la is also a homonym of Foraminella Sow ERBY , 1835, and of L EVIN?  "
"Nubeculina CusHMAN, 1924, "	"0 418, p. 52 [0 Sagrina dit?aricata BRADY, 1879, 0 196b, p. 276; OD]. Test free, or possibly attached in early portion; second chamber coiling around globular proloculus, later chambers inflated and in rectilinear or slightly arcuate uniserial arrangement, may be separated by slender stolon-like necks; wall calcareous, im.perforate, milky white, with much coarse agglu.tinated material on exterior of chambers; aperture terminal on tubular neck, with phialine lip and few inwardly directed teeth. Rec., Pac.0.--FIG. 346,J . ?N. divaricata (BRADY); I a, lectotype, showing agglutinated wall and stolon-like apert. necks, X 105 ; 1 b, top view of another specimen (broken chamber) showing apert. teeth, X H6 (""2117).  {Xubeculina differs from Nodobacu/aria in having an aperture with phialine lip and inwardly pointing teeth. The original syntyp.es of Sagrina dil?aricatt1 BRADY are in the British Museum (Natural History), and a lectotype is  here designated (BYINH-ZF3615, ex ZF2004, BRADY, 1884,  ?200, pl. 76, fig. 13) with paratypes (BMNH-ZF2004 and   ? 1040, p. 19 [ 0 0. paalzo wi; OD]. Test with globular proloculus followed by streptospirally wound tubular chambers, coiling partially to en.tirely involute, whorl divisions obscure externally, final portion becoming uncoiled, with no distinct internal septa but chambers thickened basally and tapering distally into elongate necklike extension, thus separating chambers; wall calcareous, im.perforate: aperture sim ple. rounded opening. U. /11r.(U.Oxford. }, USSR.--F1G. 347,1. ?o. paal.:::oll'i; la,b, ext. views of par3t)?pes, X80, X l OO; l e, long. sec. approx. X 200 (?1040).   "
"Vertebralina 	o'ORBIGNY, 1826, "	"0 1391, p. 282 [?V. striata; OD (M)]. Test free, flattened , early   portion trochospiral, later uncoiling; wall cal.careous, porcelaneous, surface may have longi.tudinal ribs or striae; aperture terminal, narrow, elongate slit with bordering lip, aperture most evident from umbilical side of coil. Rec., Atl.O ..Pac.0.-Medit. Sea.--Frc. 346,2. ? V. striata, Delos Is., Grecian Arch.; 2a,h, opposite sides show.ing trochospiral coil and aperture turned toward umbilical side; 2c, top view showing simple slit.like aperture, X64 (*2117) .  "
"Discospirina MuNIER-CHA U !AS, 1902, "	"*1328, p. 353 [?Orbitolites te1111issimw CARPENTER in CAR.PE:-ITER & JEFFREYS , 1870 (?279, p. 155, name and reference to description), CARPENTER in CARPE'-:TER, JEFFREYS & THO~!SON, 1870 (*280, p.  14) (obj .); Discospirinia CusmrAN, 1927 (*431,  p. 37) (nom . null.)]. Test free , discoidal; globu.lar proloculus followed by undivided coil of about  1.5 whorls and series of elongate tubular cham.bers, which at first comprise nearl y complete coil in length, becoming progressively shorter to about one-half coil in length, this early nucleoconch pro.jecting somewhat above general surface, chambers then abruptly becoming higher, Aaring and flabelli.form, and subdivided by few vertical partitions, at first only 3 or 4 partitions, which arise from basal wall, then chambers becoming more en.veloping and finally annular, with increasingly numerous partitions that extend only partially to.ward chamber roof, leaving continuous open area just below roof for chamberlet intercommunication, chamberlets also connected with previous annular chambers and with exterior by slitlike apertural pores; sutures nearly flush to slightly limbate, best visible when specimen is dampened; wall cal.careous, imperforate ; aperture single row of slits around entire periphery. M.Mio.-Rec., Eu.-Medit. Sea(Cyprus)-Atl.0.--Frc. 348,J,2. ?v. italica (CosTA), Rec., At!.; la, sectioned specimen show.ing chamber development, X 11; lb, central por.tion, X58; 2, edge view of portion of hv?potype showing apertures, X44 (*2117).  421, description only) =Pa,.onina italica CosTA. 1856 ('392 , p. 178); OD] [ =Cycloplztlzafmidi11m LISTER in LA:-iKESTER, 1903 (*1094, p. 108) (obj.); Krnmbaclzina WIESNER, 1920 (*2061, p.  [Disco.1pirina is similar to Cornusr ir oides in its early cyclog-yrine portion and later fbbdliform de\'elopment but differs in being ch.'.lmbered, in hJ\'ing secombry sep ta, and in its multiple aperture of peripher.'.11 slits , Conitt.spiroides being nonsep t:He in the fbbdliform stJge and ha\'ing a single elongate, termin;i.J slitlike arenure.J    C458 	Protista-Sarcodina  "
"EIMER & FICKERT, 1899, "	"p. 687 (nom. nud.); ::=Massilininees  LACROIX, p. l (nom. neg.); ==Massillininae THALMANN, 1941,   Wall simple; aperture with bifid tooth or modification of such. f ur.-Rec.  [nom. conserv. proposed LoEBLICH & TAPPAN,  1962, *1184, p. 123 (ICZN pend.)] [*Serp11la  seminulum LINNE, 1758, *1140, p. 786; SD PARK. 1798, *716, p. 16 (obj.) (nom. reject., proposed  "
